name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,Kelurahan
Morning Glory At Rooftop Mitra Hotel Bandung,"Jalan Supratman No.98, Cihaur Geulis",-6.9018965,107.6272481,OPERATIONAL,4.5,1170,"restaurant, food, point_of_interest, establishment",2,Cihaurgeulis
Seafood Kiloan Bang Bopak ( Pusat Katamso ),"Jalan Brigadir Jendral Katamso No.33, Cihaur Geulis",-6.904100700000001,107.631778,OPERATIONAL,4.2,2635,"restaurant, food, point_of_interest, establishment",2,Cihaurgeulis
Sambel Hejo Natuna,"Jalan Brigadir Jendral Katamso No.49, Cihaur Geulis",-6.903311600000001,107.6324075,OPERATIONAL,4.4,1509,"restaurant, food, point_of_interest, establishment",2,Cihaurgeulis
Ayam Penyet & Ayam Bakar Cijagra,"Jalan Cijagra Gang I No.24, Cijagra",-6.9446746,107.6257588,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Pick Snack,"Jalan Cijagra Gang I No.17, Cijagra",-6.9447702,107.6257754,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Ayam Geprek Khosan,"3J3G+X4Q, Cijagra",-6.9450466,107.6253557,OPERATIONAL,4,5,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Baso Tahu,"Jalan Cijagra 1 C No.11, Cijagra",-6.943304,107.6254629,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Pisang Nugget DJ,"Jalan Cijagra 1A, Cijagra",-6.944944099999999,107.6259004,OPERATIONAL,4.5,19,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Mie Ayam Baso Pedo,"Kantin Bikasoga, His Balai Sartika Convention Hall, Jalan Suryalaya Indah No.1-3, Cijagra",-6.943256499999999,107.6250348,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,Cijagra
Warung Cm,"Jalan Cijawura Hilir No.386C, Cijaura",-6.964548700000001,107.6565407,OPERATIONAL,4.2,5,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Tan's Durian & Frozen Food,"2MR2+FC3, Cijaura",-6.958860899999999,107.6510509,OPERATIONAL,4,5,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Ikan Bakar Sambal Pesisir Cabang ciwastra,"Jalan Kencanawangi Utr II No.7, Cijaura",-6.9589781,107.651522,CLOSED_TEMPORARILY,5,11,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Ketoprak Khas Jakarta Christy (Christy Baking),"Jalan Kencanawangi Utara No.16, Cijaura",-6.9587543,107.651879,OPERATIONAL,4.4,7,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Nasi Arabic Ummu Asyam,"Jalan Kencana Asri No.20 Blok F, Cijaura",-6.9599732,107.6511629,OPERATIONAL,5,58,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Sop Kaki Sapi Rins Food,"Jalan Marga Asri 4 No.19, Cijaura",-6.958378999999999,107.6524945,CLOSED_TEMPORARILY,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Salamina Kopi,"Jalan Kencana Wangi I No.34-A, Cijaura",-6.959588999999999,107.652325,OPERATIONAL,5,8,"cafe, store, restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Mamba Kitchen,Jalan Kencana Wangi I No.123,-6.959632999999998,107.6524943,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Pakee Nasii Street Food,"Jalan Lengkong Kecil no 24, Jalan Marga Asri No.52, Cijaura",-6.959137399999999,107.6527421,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Kedai Sawah,"2MV2+43P, Jalan Hj. Ratnamah II, Cijaura",-6.957156899999999,107.6502119,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
"Mango sr, seblak cireng maknyuus","Komp jakapurwa c46 jl jakamulya RT 003/005 Kel, Kujangsari",-6.960692799999999,107.6501298,CLOSED_TEMPORARILY,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Ayam dan Ikan Coco,"2MR3+26M, Cijaura",-6.959904,107.6530608,OPERATIONAL,5,38,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Balong Empire,Cijaura,-6.959236300000001,107.6533236,CLOSED_TEMPORARILY,5,5,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
kedai bu ginonk's,"Jalan Margawangi II No.74, Cijaura",-6.9607787,107.6522406,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Dapur M,"Jalan Margawangi II No.72, Cijaura",-6.960934000000001,107.6522751,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
JASHA,"Jalan Batu Permata No.21, Cijaura",-6.9588036,107.6483741,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Nasi Goreng Bistik HALA77,Jalan Marga Asri II No.2,-6.9568521,107.6528339,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Bakmi SC,"Jalan Margawangi I No.90, Cijaura",-6.9614635,107.6518576,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cijaura
Pizza Hut Delivery - PHD Indonesia,"Ruko Melong Nirwana.132, Jalan Melong Asih No.66, Cijerah",-6.919315099999999,107.5665479,OPERATIONAL,4.5,1337,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Cijerah
Restorja cijerah,"Depan Masjid Alfitroh, Jalan Cijerah I, Cijerah",-6.926653399999999,107.5644414,OPERATIONAL,4.6,46,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Selera Samudra,Jalan Melong Asih No.52A,-6.919467699999998,107.5673207,OPERATIONAL,5,24,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Ayam Crisbar - Melong Asih Cijerah,"Jalan Melong Asih No.62, Cijerah",-6.91949,107.5667789,OPERATIONAL,4.8,1437,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Geprek Gold Chick - Cijerah Melong Asih,"Jalan Melong Asih No.66A, Cijerah",-6.919325499999999,107.5665942,OPERATIONAL,1.9,34,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Sambel Bakar Leha,"3HJ8+6JQ, Cijerah",-6.919418800000001,107.5666006,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Soto Madura Melong,"3HJ8+4MV, Jalan Melong Raya, Melong",-6.9196294,107.5666837,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Woori Eumsik (Korean Food),"Jalan Melong Asih No.55, Cijerah",-6.919781899999999,107.5675182,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Cirawang simisdasem cijerah,"Jalan Melong Asih No.53, Cijerah",-6.9197852,107.5676496,OPERATIONAL,4,31,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Rumah Makan Padang Sambalado Jaya,"Jalan Melong Asih No.53, Cijerah",-6.919793500000001,107.5676503,OPERATIONAL,4.8,17,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Sate & Soto Ayam Cak Doel,"Jalan Melong Asih No.67b, Cijerah",-6.9196274,107.5664376,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Seblak Eduun Teh Rina,"Jalan Melong Asih No.36, Cijerah",-6.919605,107.568058,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Oseng mercon X Angkringan Mang Jago,"3HJ9+34H, Jalan Melong Asih, no63b",-6.919815499999999,107.5678535,OPERATIONAL,4.9,13,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Saung Steak Teman Bahagia,"Jalan Melong Asih No.68, Cijerah",-6.9192999,107.5661677,OPERATIONAL,4.3,20,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Waroenk Steak 99,"Jalan Melong Asih Gang Manunggal IIC No.27, RT.7/RW.9, Cijerah",-6.9182641,107.5663306,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Ayam Kriuk Padasuka Bandung,"Jalan Melong Asih No.67C, Cijerah",-6.9196247,107.5663079,OPERATIONAL,4.2,160,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Kuy! Steak - Melong Cijerah,"Jalan Melong Asih No.36, Cijerah",-6.919683199999999,107.5681043,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
PECEL LELE TANIA,"Jalan Melong Asih No.47, Cijerah",-6.919842899999999,107.5679401,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
aTe Coffee N Eatery,"Jalan Melong Asih No.67A, Cijerah",-6.9196194,107.5662908,OPERATIONAL,5,42,"restaurant, food, point_of_interest, establishment",Unknown,Cijerah
Pondok Pesanggrahan,"Jalan Lengkong Besar No.103, Cikawao",-6.927583800000001,107.6132599,OPERATIONAL,4.5,730,"restaurant, point_of_interest, food, establishment",2,Cikawao
Yes Ice Please (YIP Hauz),"Jalan Lengkong Besar No.37, Cikawao",-6.923871299999999,107.6118631,OPERATIONAL,4.6,385,"cafe, hair_care, store, health, restaurant, point_of_interest, food, establishment",1,Cikawao
Pepes bunita,"Jalan Melong No.22, Cikawao",-6.929280500000001,107.6153309,OPERATIONAL,4.6,19,"restaurant, point_of_interest, food, establishment",Unknown,Cikawao
INMONS SUPPLY CO,"Jalan Asep Berlian Gang Sartika No.38, Cikutra",-6.907729799999999,107.641006,OPERATIONAL,5,3,"clothing_store, store, restaurant, food, point_of_interest, establishment",Unknown,Cikutra
Nasi Bebek Madura Mas Agus,"Gang Sastrodihardjo II No.7, Cikutra",-6.9030919,107.6404381,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cikutra
Warung Bu Ali,Gang Sastrodihardjo V,-6.902900899999999,107.6395201,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cikutra
Dapur Sadiya,Gang Sastrodihardjo III No.9,-6.9023803,107.6397046,OPERATIONAL,4.5,4,"store, restaurant, food, point_of_interest, establishment",Unknown,Cikutra
Kedai Makan Ayam Geprek Suka-Suka,"Jalan Sukarajin 2, Gang Sastrodihardjo IV VI No.1",-6.903172199999999,107.6394802,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cikutra
Dapur Bu De,"3P34+C7Q, Jalan Cilameta, Cimenerang",-6.946384499999999,107.7056463,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Warung Nasi Nd,"3P34+Q9W, Jalan Cimincrang, Cimenerang",-6.9455248,107.7059671,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
WARUNG NASI SUNDA,"3P34+F87, Jalan Cimincrang, Cimenerang",-6.9463265,107.7057947,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
WARNAS MAMAH FAQIH,Indonesia,-6.9463325,107.7058172,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Capuccino cincau seblak dan pop ice boba,"Jalan Cimincrang No.rt03 rw 05, Cimenerang",-6.945628399999999,107.7060439,OPERATIONAL,3,1,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Bakso Monggo Mampir,"Jalan Cimincrang No.28, RT.01/RW.12, Cipadung Kidul",-6.946243099999999,107.7059182,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Nasi Goreng Roda Perintis,"Jalan Cimincrang No.28, RT.01/RW.12, Cipadung Kidul",-6.9463377,107.7058977,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Warung Seblak Bu Enung,"3P34+RCF, Jalan Cimincrang, Cimenerang",-6.945425499999999,107.7060594,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Pempek Palembang 2121 Wong Kito,"3P44+36H, Jalan Cimincrang, Cimenerang",-6.944807399999999,107.7056141,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Seblak Medina,"3P34+VCG, Jalan Cimincrang, Cimenerang",-6.945333499999999,107.7060902,OPERATIONAL,5,10,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Kedai Sultan,"Jalan Cilameta, Cimenerang",-6.945549299999999,107.7038737,OPERATIONAL,4.8,43,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Es Alpukat Kocok Champion,Jalan Cimincrang,-6.946757299999999,107.7058532,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Sop Iga Mandiri,"3P34+587, Cimenerang",-6.947085800000001,107.7058028,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
KOSAKO BURGER & HOTDOG,"Jalan Cimincrang RT.01/RW.04, Cimenerang",-6.9470342,107.7060784,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Mie Bakso Urat Karasa,"3P34+5F8, Jalan Cimincrang, Cimenerang",-6.9470988,107.7062142,OPERATIONAL,5,4,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Rumah Makan Lesehan Ayam serundeng 15,"Gang Haji Wahab RT.001/RW.04, Cimenerang",-6.9474697,107.7057713,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Mie Baso Barokah Mas Joko Solo,"Jalan Cimincrang, Cimenerang",-6.944280000000001,107.7063233,OPERATIONAL,4.5,66,"restaurant, point_of_interest, food, establishment",Unknown,Cimincrang
Nasi Soto Ayam Mang Rudi,"3P56+QJR, Cipadung Kidul",-6.9405046,107.7115069,OPERATIONAL,3,1,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Jawa Food 968 lesehan khas jogyakarta,"Jl.terusan panyileukan, Gang Darussalam bpr 2 No.31, Cipadung",-6.9422289,107.7123782,OPERATIONAL,4.8,42,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Chiken krenchise,"3P57+6CW, Jl. Terusan Komplek Citra Biru, Mekarsari, RT.05/RW.09, Pasir Biru",-6.9418951,107.7135725,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Rain District Cibiru,"Jalan Raya Panyileukan Komplek Bumi Panyileukan Blok D2 No.12, Cipadung Kidul",-6.9416617,107.7139722,OPERATIONAL,4.5,6,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Doyan jajan,Jalan Raya Panyileukan g 8 no 5,-6.941870099999999,107.7138953,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Baso Malang Mas Jay Panyileukan,"d2 no, Jalan Raya Panyileukan No.9, Cipadung Kidul",-6.941550799999999,107.7140582,OPERATIONAL,4.7,55,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Mamalia susu murni dan Roti kukus panggang ijo kadet,"Jalan Raya Panyileukan No.3, Cipadung Kidul",-6.941328999999999,107.7141328,OPERATIONAL,4.3,4,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Kurmau Jus Kurma,"Komp. Bumi Panyileukan B6 No.6, Cipadung Kidul",-6.940177599999999,107.7139632,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Es Goyobod Mangkok'o Panyileukan,"Sebelah Indomaret, Jl.Raya Komplek Bumi Panyileukan No.6 Blok D2, Cipadung Kidul",-6.941131299999999,107.7142196,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
d'BestO Panyileukan,"3P57+GMQ, Jalan Raya Panyileukan, Cipadung Kidul",-6.9411706,107.7142293,OPERATIONAL,3,41,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Sei sapi,"Komplek Bumi Panyileukan No.12, Cipadung Kidul",-6.9416322,107.7141341,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
AYAM GEPREK PANGHEGAR PANYILEUKAN,"3P57+8MR, Jalan Raya, Cipadung Kidul",-6.941647,107.7141342,OPERATIONAL,4.3,3,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Kantin Saung Mangga,"Trs panyileukan kav p & K no 1b, Depan SD juara, RT.06/RW.01, Cipadung Kidul",-6.939332799999999,107.7116042,OPERATIONAL,5,8,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
"Baso goreng dan takoyaki ""Ci'Madam""",Jalan Pesantren Al-Mahabbah,-6.9399902,107.7107995,OPERATIONAL,4.4,10,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Ayam Goreng Bacem RR,"Depan Centro Cell Sebelah cluster panyileukan regency, Komplek Bumi Panyileukan",-6.942070999999999,107.7139561,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Sambal Tiga Rasa,"3P56+596, Jalan Terusan Panyileukan, Cipadung Kidul",-6.942278399999998,107.7109744,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Ayam Goreng NINI Panyileukan,"Komplek Bumi Panyileukan Jalan Raya Panyileukan No.3, Cipadung Kidul",-6.941377300000001,107.7142545,OPERATIONAL,4.8,4,"meal_takeaway, restaurant, point_of_interest, food, establishment",Unknown,Cipadung Kidul
Moms kitchen,Jalan Panutan IV No.8,-6.9217863,107.7042834,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Gorengan Ibu Euis,Jalan Panutan Raya,-6.922121300000001,107.7045245,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
"Ayam Pejantan Bakar dan Goreng ""ABUD""","Jalan Panutan VI Komp. Panghegar Permai No.11 Rt/Rw. 07/09, Cipadung Kulon",-6.921954799999999,107.7039934,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Soto Semarang Bu Pri,"Jalan Sukamaju No.32, Cipadung Kulon",-6.921662200000001,107.7057143,OPERATIONAL,4,3,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
KUY STEAK SUKAMAJU,"Jalan Sukamaju No.48, RT.03/RW.05, Cipadung Kulon",-6.9219202,107.7058477,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Nasi Padang Minang Amijaya,"Jalan Sukamaju No.45A, Cipadung Kulon",-6.9217453,107.7059003,OPERATIONAL,4.1,10,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Warung sate Maranggi & nasi sukamaju,"Unnamed Road, Cipadung Kulon",-6.921786999999999,107.7059015,OPERATIONAL,4.3,33,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Sate Taichan Enduls,"Jl. sukamaju, kelurahan No.30, Cipadung Kulon",-6.9216319,107.7059438,OPERATIONAL,3,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Pempek al istiqomah sukamaju,"3PH4+496, Jalan Sukamaju, Cipadung Kulon",-6.9222193,107.7058753,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Seblak Endolita Mama icha,"Jalan Sukamaju No.06, Cipadung Kulon",-6.9204566,107.7052016,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Sari Pasanggrahan,"Jalan Pasanggrahan Raya No.13, Cipadung Kulon",-6.923074600000001,107.7040813,CLOSED_TEMPORARILY,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Warung Sushi Danchi,"Jalan Pasanggrahan Raya No.11, Cipadung Kulon",-6.9230792,107.704045,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Mie Akup,"3PH4+H9G, Cipadung Kulon",-6.921073000000002,107.7059467,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
My Sweet Kitchen,"3PG3+MVH, Jalan Pasanggrahan VII, Cipadung Kulon",-6.923302899999999,107.7047392,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Juusu nomimono(ã¸ã¥ã¼ã¹ã®ã¿ãã®ï¼,"Jalan Pasanggrahan III No.10, Cipadung Kulon",-6.923293800000001,107.7042233,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Warung Nasi Dapur Medi,Indonesia,-6.9232031,107.703829,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Gofood kedai tetew,"Jalan Pasanggrahan VII No.19, Cipadung Kulon",-6.9234184,107.7050733,OPERATIONAL,3.4,14,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Kulon
Mie Ayam Pribumi,"Jalan Soekarno-Hatta No.853, RT./4/RW./6, Cipadung Wetan",-6.9358346,107.706829,OPERATIONAL,4.5,44,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Wetan
SUSHI JANDA,"Jalan AH. Nasution No.115, Cipadung",-6.932566099999999,107.7157382,OPERATIONAL,4.5,107,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Wetan
Batagor Abah Andri,"Jalan AH. Nasution No.92, Cipadung Wetan",-6.9291263,107.7114518,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Wetan
Fast Food Restaurant,Indonesia,-6.9315417,107.7131666,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Wetan
Sate Taichan Mas Alih,"Jalan AH. Nasution, Cipadung Kulon",-6.9316247,107.7132118,CLOSED_TEMPORARILY,5,5,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung Wetan
PB. Mekar Mulya,"3PGC+Q4P, Jalan Sukasari, Cipadung",-6.923046099999999,107.7203344,OPERATIONAL,3.8,24,"store, restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Martabak 2H,Jl. Desa Cipadung No.214CipadungKec,-6.9241403,107.7193215,OPERATIONAL,4.5,17,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
YUMMA KITCHEN,"Jalan Desa Cipadung No.216, Cipadung",-6.924111300000001,107.7193809,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Warung Ibu Djum,"3PG9+8P4, Jalan Desa Cipadung, Cipadung",-6.9242374,107.719318,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Nasi Goreng Adinda Mang Paat,Jalan Desa Cipadung No.217,-6.9239969,107.7194229,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Resto Andaliman,"3PG9+CQ4, Jalan Desa Cipadung, Cipadung",-6.923980599999999,107.7194375,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Kedai cipadung 217,"Jalan Desa Cipadung No.217, Cipadung",-6.924288400000001,107.7194697,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Bola Obi dan Nasi Kebuli,"3PG9+CRC, Jalan Desa Cipadung, Cipadung",-6.9239855,107.7195676,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
KETOPRAK CIPADUNG,"Ruko Rumah Cemara Jalan Desa Cipadung No.2, Cipadung",-6.923780900000001,107.7195059,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Gorengan fauzi,"Jalan Desa Cipadung Ruko Cluster Cemara No.3, Cipadung",-6.923761900000001,107.719513,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Martabak Joss,"Jalan Desa Cipadung No.30, RT.03/RW.13, Cipadung",-6.9236296,107.719672,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
SEAFOOD NASI UDUK& PECEL BEBEK GORENG,"3PG9+4HM, Jalan Desa Cipadung, Cipadung",-6.924665999999999,107.7189134,OPERATIONAL,4.6,50,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Dimsum 2711,Jalan Desa Cipadung No.121,-6.923444700000001,107.7196105,OPERATIONAL,3.9,18,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Warung Nasi Kantin Biru Tegal Cabang Manisi,"3PG9+4H7, Jalan Desa Cipadung, Cipadung",-6.9247021,107.7189251,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Bubur Ayam Mang Dim,"Jalan Desa Cipadung, Cipadung",-6.924712099999999,107.7189404,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
"Mie Jebew, Mie Gacor, Dimsum CLBK Cipadung","sebelah Gapura Komp, Jalan Cipadung Jalan Kalapa Tilu",-6.924691200000001,107.7189035,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Cipadung
Sensa Hotel,"Ciwalk mall, Jalan Cihampelas No.160, Cipaganti",-6.8948142,107.6049463,OPERATIONAL,4.5,4368,"lodging, restaurant, food, point_of_interest, establishment",Unknown,Cipaganti
favehotel Premier - Cihampelas,"Jalan Cihampelas No.129, Cipaganti",-6.896211099999999,107.6034164,OPERATIONAL,4.5,7297,"lodging, restaurant, food, point_of_interest, establishment",Unknown,Cipaganti
Grand Tjokro,"Jalan Cihampelas No.211-217, Cipaganti",-6.886319599999999,107.603844,OPERATIONAL,4.5,15874,"spa, lodging, restaurant, food, point_of_interest, establishment",Unknown,Cipaganti
Sosisqu,"Jalan Cipaganti No.90, Cipaganti",-6.894474799999999,107.6027976,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Cipaganti
Dapur Dahapati,"Jalan Cipaganti No.146, Cipaganti",-6.887343799999999,107.602383,OPERATIONAL,4.5,3391,"restaurant, food, point_of_interest, establishment",2,Cipaganti
Solaria - Cihampelas Walk,"Solaria, Cihampelas Walk, Coblog, Jalan Cihampelas Walk No.160 Lantai LG, Cipaganti",-6.893888,107.6055754,OPERATIONAL,4.5,3069,"restaurant, food, point_of_interest, establishment",2,Cipaganti
Raa Cha Suki & BBQ Cihampelas Walk,"Jalan Cihampelas No.160, Cipaganti",-6.8934803,107.6051751,OPERATIONAL,4.5,778,"restaurant, food, point_of_interest, establishment",2,Cipaganti
HokBen - Ciwalk,"Ciwalk, LG Broadway Cihampelas Walk, Jalan Cihampelas No.160, Cipaganti",-6.8931219,107.6055268,OPERATIONAL,4.2,327,"restaurant, food, point_of_interest, establishment",2,Cipaganti
KFC â¢ CiWalk,"Jalan Cihampelas No.160, Cipaganti",-6.893205999999999,107.605483,OPERATIONAL,4.5,1407,"restaurant, food, point_of_interest, establishment",2,Cipaganti
