name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,Kelurahan
MTS Al - Hasan,"Jalan Sukarasa No.104/143E, Cicadas",-6.906398499999999,107.6381631,OPERATIONAL,4.9,11,"school, point_of_interest, establishment",,Cicadas
Addict Mela . love You So Much ï¸,"3JVQ+54Q, Gang Mawar 1, Cicadas",-6.907026499999999,107.6378652,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cicadas
Kindergarten Qur'an Darussalam,"Jl. Asep Berlian No.168/143A, Gang Bunga VII. No.RT.04/15, Cicadas",-6.9049776,107.6376346,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cicadas
"2nd Private Santa Maria Catholic High School, Cicaheum","Jalan Sulaksana Baru I No.18, Cicaheum",-6.908019899999999,107.6512778,OPERATIONAL,4.9,91,"school, point_of_interest, establishment",,Cicaheum
Madrasah Al Ikhlas,"Gang Maja II, Cicaheum",-6.9074372,107.6525073,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cicaheum
St. Joseph Junior High School,"Jalan Sulaksana Baru I No.18, Cicaheum",-6.907799700000001,107.6513233,OPERATIONAL,4.8,82,"school, point_of_interest, establishment",,Cicaheum
RA Ummul Fikri,"3MV2+77W, Gang Arkat I, Cicaheum",-6.906753599999999,107.6507046,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cicaheum
RA AL IHSAN,"3MW3+62H, Jalan A. Yani Gang Sukaresmi RT.06/RW.05, Cicaheum",-6.904448299999999,107.6526239,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cicaheum
Madrasah Tsanawiyah / Sekolah Menengah Pertama Plus Al-Mursyid,"Jalan Sulaksana Baru VI No.7, Cicaheum",-6.9095465,107.6507348,OPERATIONAL,4,8,"school, point_of_interest, establishment",,Cicaheum
Madrasah Ibtidaiyah / Sekolah Dasar Plus Al-Mursyid,"Jalan Sulaksana Baru VI No.7, Cicaheum",-6.9095384,107.6506735,OPERATIONAL,5,4,"primary_school, school, point_of_interest, establishment",,Cicaheum
Madrasah Modern Insan Madani,"Jalan Pesantren No.32, Cigadung",-6.880777799999999,107.6271021,OPERATIONAL,4.7,15,"school, point_of_interest, establishment",,Cigadung
RA AL Burhan,"Jalan Cigadung Pesantren No.32, Cigadung",-6.880879200000001,107.6270645,OPERATIONAL,3.7,9,"school, point_of_interest, establishment",,Cigadung
Kursus Menjahit YANI 41,"Jalan Cigadung Raya Tengah No.57, Cigadung",-6.882648499999998,107.6273823,OPERATIONAL,5,17,"school, point_of_interest, establishment",,Cigadung
Pondok Pesantren Miftahul Khoir,"Jalan Tubagus Ismail VIII No.60, Dago",-6.880272499999999,107.621591,OPERATIONAL,4.8,120,"school, point_of_interest, establishment",,Cigadung
TK Islam Lathifiyah,Cigadung,-6.883486,107.6327235,OPERATIONAL,4,1,"school, point_of_interest, establishment",,Cigadung
Padi Playhouse,"Jalan Cigadung Raya Timur No.106, Cigadung",-6.8854912,107.6305737,OPERATIONAL,4.8,8,"school, point_of_interest, establishment",,Cigadung
TKIT / RA Al-Muslim Bandung,"Jalan Cibeunying Permai III No.17, Cigadung",-6.887662,107.628385,OPERATIONAL,5,5,"school, point_of_interest, establishment",,Cigadung
Rumah Quran Tar-Q Cigadung,Jalan Alfa I No.8,-6.8796411,107.6271453,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cigadung
PAUD/TK Ajwa,"4JCH+66H, Gang Pesantren Tengah, Cigadung",-6.8794463,107.6281103,OPERATIONAL,3,2,"school, point_of_interest, establishment",,Cigadung
Bimba Bintang Junior Cigadung Bandung,"Jalan Cigadung Wetan Gang Pesantren Tengah No.17, RT.RW. 04/RW.05",-6.8807398,107.6277551,OPERATIONAL,5,46,"school, point_of_interest, establishment",,Cigadung
tk al battani,"4JCH+59G, Jalan Cigadung Wetan, Cigadung",-6.879570600000001,107.6284619,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cigadung
MA INSAN MANDIRI,"4J9G+HMJ, Cigadung",-6.881035199999999,107.6266559,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigadung
Pondok Pesantren Abi Jalal,"Jalan Pesantren Timur 2 No. 7, Cigadung",-6.881388200000001,107.6282904,OPERATIONAL,4.2,5,"school, point_of_interest, establishment",,Cigadung
SDN 149 CIGADUNG,"Jalan Rancakendal No.99, Cigadung",-6.878626400000001,107.6254858,OPERATIONAL,4.7,40,"primary_school, school, point_of_interest, establishment",,Cigadung
Al yahya,"Jalan Pesantren No.160, Cigadung",-6.880394,107.6249902,OPERATIONAL,4.8,5,"school, point_of_interest, establishment",,Cigadung
Rumah Alam User Aldous,"Gang Cigadung Kaler V No.1, Cigadung",-6.879208299999999,107.6244106,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigadung
Junior High School 8 Bandung,"Jalan Alun-Alun Utara No.211 B, Cigending",-6.913243,107.7017467,OPERATIONAL,4.3,124,"school, point_of_interest, establishment",,Cigending
Lembaga Wakaf INSAN KAMIL Bandung,"Jalan Sukup Lama No.80, RT.02/RW.01, Cigending",-6.909868400000001,107.6937732,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cigending
Aurora Fast & Fun,"Jalan Situ Indah 4 Baru No.99, Cigending",-6.911392299999999,107.702163,OPERATIONAL,5,10,"school, point_of_interest, establishment",,Cigending
PGRI 10 Bandung Junior High School,"3MRV+2F3, Jalan Sukup Lama No.15, RT.1/RW.1, Cigending",-6.911137099999999,107.692548,OPERATIONAL,4.3,24,"school, point_of_interest, establishment",,Cigending
TK Baiturrahmah 2,"Jalan Ujungberung Indah Ceria No.2, Cigending",-6.911322500000001,107.6977545,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cigending
Heri,"3MQW+PR2, Cigending",-6.9107406,107.6970078,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigending
PKBM Bina Cipta Ujung Berung,"Andir Kaler RT 06 RW 03, Cigending",-6.912243899999999,107.6981682,OPERATIONAL,4.5,8,"school, point_of_interest, establishment",,Cigending
Pondok Pesantren Darul Ihsan Ar-rochman,"3MQX+FQV, Cigending",-6.911224,107.699764,OPERATIONAL,5,8,"secondary_school, school, point_of_interest, establishment",,Cigending
WARWOW BASECAMP.,"3MQX+FQV, Cigending",-6.910885499999999,107.6999771,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigending
BiMBA AIUEO Ujung Berung,"Komplek, Jalan Ujungberung Indah Raya No.8 Blok 6",-6.9117473,107.6958811,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigending
PAUD Terpadu Bina Insan Mandiri,"3PR2+24X, Jalan Harumansari, Cigending",-6.9098833,107.7003744,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cigending
Madrasah AL ASHRI,"3PQ2+Q6V, Cigending",-6.9105061,107.7005472,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigending
Madrasah Al Hikmah,"Jalan Sukup Lama No.219, RT.006/RW.001, Cigending",-6.9102264,107.6953684,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cigending
Rumah Ceria Childcare,"Pondok Ar Raudhi, Jalan Pasir Jati No.72",-6.9078371,107.6987765,OPERATIONAL,5,4,"school, point_of_interest, establishment",,Cigending
Tk Atmanata,"andir kaler 1 no.4, RT.05/RW.03, Cigending",-6.9135009,107.6979353,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",,Cigending
Kumon Indonesia - Ujungberung Indah,"Perumahan Ujung Berung IndahJL. Palem No.10,, Bandung,, 40612, Cigending",-6.913124100000001,107.6964341,OPERATIONAL,3.9,12,"school, point_of_interest, establishment",,Cigending
Sekolah Dasar Bina Talenta,"Jalan Kembar Baru Utara No.4, Cigereleng",-6.939792999999999,107.612251,OPERATIONAL,4.7,18,"primary_school, school, point_of_interest, establishment",,Cigereleng
SMA Negeri 11 Bandung,"Jalan Kembar Baru No.23, Cigereleng",-6.9406621,107.6104429,OPERATIONAL,4.6,291,"school, point_of_interest, establishment",,Cigereleng
Firdaus children Learning Center,"Jalan Kembar Baru Barat No.7, Cigereleng",-6.9407863,107.6098557,OPERATIONAL,5,4,"school, point_of_interest, establishment",,Cigereleng
Neverland Childcare and Learning Center,"Jalan Kembar Baru No.40, Cigereleng",-6.940016300000001,107.6096179,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",,Cigereleng
TKQ-TPQ-DTA AL MUJADDID,"Jalan Kembar Baru Utara I No.16, Cigereleng",-6.9396583,107.6111256,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigereleng
Gg. Moh Ramdhan I No 6,"Gang Muhammad Ramdan No.I, RW.6, Cigereleng",-6.9385971,107.609926,OPERATIONAL,3,1,"school, point_of_interest, establishment",,Cigereleng
Dian Kencana Private Elementary School,Jalan BKR No.167,-6.9379665,107.6087528,OPERATIONAL,4.7,49,"primary_school, school, point_of_interest, establishment",,Cigereleng
TK Ar'rafi,"Jalan BKR No.122, Cigereleng",-6.937602299999999,107.613686,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigereleng
Yayasan Al-insyirah,"Jalan Gempol Asri XII No.4, Cigondewah Kaler",-6.930678599999999,107.5587839,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
SDN 239 CIGONDEWAH,"Jalan Batu Rengat No.RT.01/01, Cigondewah Kaler",-6.9381444,107.5572141,OPERATIONAL,4.8,17,"primary_school, school, point_of_interest, establishment",,Cigondewah Kaler
SDN 238 CIGONDEWAH,"Jln blok jambangan rt03/rw10 kelurahan, Cigondewah Kaler",-6.935840499999999,107.5611606,OPERATIONAL,4.3,6,"school, point_of_interest, establishment",,Cigondewah Kaler
Toko Rifki surpet,"Jln blok jambangan rt03/rw10 kelurahan, Cigondewah Kaler",-6.935837299999999,107.5611531,OPERATIONAL,3.7,3,"school, point_of_interest, establishment",,Cigondewah Kaler
SDN 014 Cigondewah,"Jalan Cigondewah Kaler No.15, Cigondewah Kaler",-6.9343057,107.5635026,OPERATIONAL,4.6,24,"primary_school, school, point_of_interest, establishment",,Cigondewah Kaler
PAUD Al-Muhabbah,"3H87+FG7, Jalan, Cigondewah Kaler",-6.933835999999999,107.5638097,OPERATIONAL,4.9,34,"school, point_of_interest, establishment",,Cigondewah Kaler
RA/BA/TA Al Muslimin,"Jalan Cigondewah Kaler No.14, Cigondewah Kaler",-6.9327312,107.5632182,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
Kidz Center Plus,"Jalan Cigondewah Kaler No.104, Cigondewah Kaler",-6.936223599999999,107.5658377,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
SME,"3H88+C84, Cigondewah Kaler",-6.9339757,107.5658422,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
One Dance Academy,"3H67+FFR, Cigondewah Kaler",-6.938759699999999,107.5636372,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
Pondok Pesantren Al-Anwariyah Cigondewah BANDUNG,"3H78+88H, Cigondewah Kaler",-6.9366859,107.5658676,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cigondewah Kaler
Kober miftahussalam,Cigondewah Kaler,-6.936324399999999,107.5587903,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kaler
TKK BPK PENABUR THI,"Jalan Taman Holis Indah II No.20, Cigondewah Kidul",-6.939031900000001,107.5637792,OPERATIONAL,5,13,"school, point_of_interest, establishment",,Cigondewah Kaler
Pondok Pesantren Riadussorfi Wa Nahwi Cigondewah Kaler,"3H88+P96, Cigondewah Kaler",-6.933200299999999,107.5658869,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cigondewah Kaler
MTs Aisyah,"Jalan Cigondewah Kidul No.4, RT.4/RW.4, Cigondewah Kidul",-6.940162900000001,107.5664735,OPERATIONAL,4.7,19,"point_of_interest, school, establishment",,Cigondewah Kidul
BPK Penabur Christian Junior High School Holis,"Jalan Taman Holis Indah No.Blok A, Cigondewah Kidul",-6.9395202,107.564665,OPERATIONAL,4.6,39,"point_of_interest, school, establishment",,Cigondewah Kidul
SDK BPK PENABUR THI BANDUNG,"Jalan Taman Holis Indah No.15, Cigondewah Kidul",-6.939346400000001,107.5644867,OPERATIONAL,4.3,12,"primary_school, point_of_interest, school, establishment",,Cigondewah Kidul
SMA BPK PENABUR HOLIS,"Perumahan Taman Holis Indah, Blok A, Cigondewah Kidul",-6.938792,107.564542,OPERATIONAL,4.3,30,"point_of_interest, school, establishment",,Cigondewah Kidul
Majlis dzikir Ar Rochman,"3H56+JWP, Blok Sawah RT.003/RW.002, Cigondewah Kidul",-6.940915299999999,107.5623274,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Cigondewah Kidul
cigondewah kidul,"3H56+887, Cigondewah Kidul",-6.9417182,107.5607908,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kidul
FamilyStudyGroup,"Taman Holis Indah B2 No.47, Cigondewah Kidul",-6.943073800000001,107.5637368,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Kidul
SDN 232 Blok Sawah,"3H45+MX5, Cigondewah Kidul",-6.9433738,107.5599958,OPERATIONAL,4.8,9,"point_of_interest, school, establishment",,Cigondewah Kidul
PKBM CITRA PRIANGAN,"Jalan Cigondewah Rahayu No.25, RT.09/RW.06, Cigondewah Rahayu",-6.9444988,107.5641852,OPERATIONAL,4.1,11,"school, point_of_interest, establishment",,Cigondewah Kidul
MIS AISYAH BANDUNG,"Jalan Cigondewah Kidul No.4, RT.4/RW.4, Cigondewah Kidul",-6.9401226,107.5662549,OPERATIONAL,5,8,"primary_school, point_of_interest, school, establishment",,Cigondewah Kidul
MI Darussalam,"3H47+6XX, Jalan Tanjakan Ma'aren, Cigondewah Kidul",-6.944378599999999,107.5649946,OPERATIONAL,4,4,"primary_school, point_of_interest, school, establishment",,Cigondewah Kidul
PPI 344 MI AL-MU'AWANAH,Jalan Cigondewah Rahayu RT.01/RW.06,-6.9475747,107.5643446,OPERATIONAL,4.9,8,"school, point_of_interest, establishment",,Cigondewah Rahayu
TK Azzahra - Masjid Al Ittihad,"3H37+8GG, Cigondewah Rahayu",-6.946686000000001,107.5638375,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Rahayu
Masjid Al-Hidayah Saradan,"3H27+9G3, Cigondewah Rahayu",-6.9491043,107.5637993,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Rahayu
Pos PAUD Citra Wahyu,Indonesia,-6.949403,107.5634256,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Rahayu
TK AZ-ZAHRA,"Jalan Cigondewah Rahayu, Kampung Gang Saradan RT.001/RW.003, Cigondewah Rahayu",-6.949446000000001,107.5636515,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Rahayu
Cigondewah Hilir,"3H27+72X, Jalur Keluar Tol Pasir Koja, Warung Muncang",-6.949256699999999,107.5626005,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cigondewah Rahayu
Pondok Pesantren Al Muawanah,"Jalan Cigondewah Rahayu No.15, Cigondewah Rahayu",-6.9463687,107.5649144,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cigondewah Rahayu
Kursus Mengemudi Merpati,"Blok C2, Jalan Taman Holis Indah No.I No.63, Margahayu Selatan",-6.947765999999999,107.5613999,OPERATIONAL,4.8,4,"school, point_of_interest, establishment",,Cigondewah Rahayu
body Holic,"Jalan Taman Holis Indah 1 c1 no 15, Cigondewah Rahayu, Bandung Kulon, Cigondewah Kidul",-6.945663499999999,107.5620671,OPERATIONAL,4.5,4,"school, point_of_interest, establishment",,Cigondewah Rahayu
LCC TK SD Kasih Bangsa,"Jalan Taman Holis Indah No.Blok G, Cigondewah Rahayu",-6.946792899999999,107.560717,OPERATIONAL,4.5,31,"school, point_of_interest, establishment",,Cigondewah Rahayu
Homeschooling Bintang Harapan,"Jalan Taman Holis Indah No.24 Blok F2, RW.25, Cigondewah Rahayu",-6.945697099999999,107.5612147,OPERATIONAL,4.8,22,"school, point_of_interest, establishment",,Cigondewah Rahayu
PT HILFI DEV TECHNOLOGY,"Jl Taman Holis Indah Gg Sumur Sari No.15 RT03/ Kel, Cigondewah Rahayu",-6.9448884,107.5624661,OPERATIONAL,5,35,"school, point_of_interest, establishment",,Cigondewah Rahayu
Kimberly Zylin Carlisle,"3H46+2XW, Jalan Taman Holis Indah, Cigondewah Rahayu",-6.9448884,107.5624661,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cigondewah Rahayu
Kelas 6,"3H36+PFP, Taman Holis Indah Blok F, Cigondewah Rahayu",-6.9456639,107.5612095,OPERATIONAL,Unknown,Unknown,"primary_school, school, point_of_interest, establishment",,Cigondewah Rahayu
Mery Study Centre,"Jalan Taman Holis Indah No.1 Blok B 1 No, 2, Rahayu",-6.9510247,107.5645592,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cigondewah Rahayu
Elementary School 256 Cigondewah Hilir,Cigondewah Rahayu,-6.9454783,107.5659391,OPERATIONAL,4.3,19,"primary_school, school, point_of_interest, establishment",,Cigondewah Rahayu
Pelita Indonesia,"Jalan Cilaki No.53, Cihapit",-6.904577100000001,107.6252997,OPERATIONAL,4.0,1,"school, point_of_interest, establishment",,Cihapit
Arabesque Ballet Studio (Cilaki),"Jalan Cilaki No.3, Cihapit",-6.9070277,107.6290468,OPERATIONAL,4.5,30,"school, point_of_interest, establishment",,Cihapit
SDN 037 (SDPN Sabang),"Jalan Sabang No.2, Cihapit",-6.908517000000001,107.620912,OPERATIONAL,4.6,86,"primary_school, school, point_of_interest, establishment",,Cihapit
Rumah Belajar Daniel,"Jalan Bengawan No.69, Cihapit",-6.908946900000001,107.6270271,OPERATIONAL,4.9,64,"school, point_of_interest, establishment",,Cihapit
Santa Ursula Junior High School,"Yayasan Prasama Bhakti, Jalan Taman Anggrek No.1, Cihapit",-6.9110678,107.6309665,OPERATIONAL,4.8,135,"school, point_of_interest, establishment",,Cihapit
TK-SD PRIVATE Priangan,"Jalan Baros No.1, Cihapit",-6.9068131,107.6283367,OPERATIONAL,4.9,40,"primary_school, school, point_of_interest, establishment",,Cihapit
SMP Negeri 14 Bandung,"Jalan Lapangan Supratman No.8, Cihapit",-6.9082064,107.6303895,OPERATIONAL,4.7,182,"school, point_of_interest, establishment",,Cihapit
Santa Maria 1 Senior High School,"Jalan Bengawan No.6, Cihapit",-6.911403099999998,107.6314634,OPERATIONAL,4.6,74,"school, point_of_interest, establishment",,Cihapit
Home Montessori Indonesia,"Jalan Ciwulan No.26, Cihapit",-6.902128299999999,107.6254318,OPERATIONAL,4.9,11,"school, point_of_interest, establishment",,Cihapit
SMP PGII 2 BANDUNG (Sekolah Islam Terbaik di Bandung),"Jalan Pahlawan Belakang No.17, Sukaluyu",-6.9006389,107.6336015,OPERATIONAL,4.9,370,"school, point_of_interest, establishment",,Cihaurgeulis
Tk Bunda Bakti Bandung,"3JXH+9XH, Cihaur Geulis",-6.9015568,107.6299767,OPERATIONAL,4.8,4,"school, point_of_interest, establishment",,Cihaurgeulis
PUSDAI Jawa Barat,"Jalan Diponegoro No.63, Cihaur Geulis",-6.9001204,107.6259654,OPERATIONAL,4.7,14438,"mosque, tourist_attraction, library, place_of_worship, school, point_of_interest, establishment",,Cihaurgeulis
SMK ICB Cinta Niaga,"No.19B1, Jalan Pahlawan No.19, Cihaur Geulis",-6.8993395,107.6339117,OPERATIONAL,4.8,356,"school, point_of_interest, establishment",,Cihaurgeulis
SMK Cipta Skill,"Jalan Terusan Cisokan No.1, Sukaluyu I, Cibeunying Kaler, Jalan Sukaluyu I No.12, Cihaur Geulis",-6.9006652,107.6323304,OPERATIONAL,3.3,145,"school, point_of_interest, establishment",,Cihaurgeulis
TK Merpati Pos,"Jalan Terusan Cisokan No.5, Cihaur Geulis",-6.9026717,107.6325583,OPERATIONAL,5.0,4,"school, point_of_interest, establishment",,Cihaurgeulis
Seminari Menengah Cadas Hikmat,"Jalan Suryalaya Sari No.5, Cijagra",-6.941440900000001,107.6262294,OPERATIONAL,4.8,11,"school, point_of_interest, establishment",,Cijagra
Telkom School Buah Batu,"Jalan BKR No.11, Cijagra",-6.9378031,107.6216408,OPERATIONAL,4.9,15,"school, point_of_interest, establishment",,Cijagra
SDN 202 SURYALAYA,"Jalan Surya Indah No.81, Cijagra",-6.9444949,107.6253328,OPERATIONAL,4.4,17,"primary_school, school, point_of_interest, establishment",,Cijagra
Les Ko Danny,"Jalan Suryalaya I No.4, Cijagra",-6.9439181,107.6237748,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cijagra
Pangajian,"Jalan Suryalaya Timur III No.10, Cijagra",-6.945738,107.624788,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cijagra
PAUD Nurul Hikmah,"3J3G+F5C, Cijagra",-6.946324300000001,107.625402,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cijagra
TK Pertiwi,"Jalan Situ Lembang No.12, RT.04/RW.03, Cijagra",-6.944578099999999,107.6278768,OPERATIONAL,4.3,11,"school, point_of_interest, establishment",,Cijagra
TK Quran Baladun Amin,"Jalan Situ Lembang No.1, Cijagra",-6.945399699999999,107.6276918,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cijagra
Sekolah Dasar Negeri Cijagra 2,"Jalan Situ Lembang No.1, Cijagra",-6.944382,107.628088,OPERATIONAL,4.4,20,"primary_school, school, point_of_interest, establishment",,Cijagra
MAPALA ARGA WILIS ISBI BANDUNG,"Jalan Buah Batu No.212, Cijagra",-6.942953599999999,107.6278481,OPERATIONAL,4.7,3,"school, point_of_interest, establishment",,Cijagra
Gita Suara Choir ISBI Bandung,"Jalan Buah Batu No.212, Cijagra",-6.943322999999999,107.6280587,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cijagra
Mitra Mandiri Course(MMC),"Jalan Suryalaya No.55, Cijagra",-6.9444871,107.6223066,OPERATIONAL,4.2,6,"school, point_of_interest, establishment",,Cijagra
Daycare Rumah Bunda & AlHasan Islamic Preschool,"100 meter dari, Rumah Bunda Al Hasan ,Jl. Situ Cipanunjang No.1A Dekat Kampus ISBI belakang Bank OCBC NISP, Kelurahan jalan Raya Buah, Batu, Cijagra",-6.9442132,107.6285033,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",,Cijagra
KB TK Al-Muhajirin Suryalaya,"Jalan Suryalaya Baru, Cijagra",-6.9440019,107.6216612,OPERATIONAL,4.4,12,"school, point_of_interest, establishment",,Cijagra
PGRI 7 Junior High School,"Jalan Kencanawangi Utara No.10, Cijaura",-6.959402000000002,107.652119,OPERATIONAL,4.3,27,"school, point_of_interest, establishment",,Cijaura
Vocational High School PGRI Bandung,"Jalan Kencanawangi Utara No.22, Cijaura",-6.9590595,107.652199,OPERATIONAL,4.9,121,"school, point_of_interest, establishment",,Cijaura
SMK Negeri 10 Bandung,"Jalan Cijawura Hilir No.339, Cijaura",-6.9642737,107.6578942,OPERATIONAL,4.6,306,"school, point_of_interest, establishment",,Cijaura
Tk Taman Indria,"Jalan Kencana Asri, Cijaura",-6.9595622,107.6510928,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijaura
PAUD Mawar 13,"2MQ2+RQQ, Jalan Margawangi VIII, Cijaura",-6.9604219,107.651977,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijaura
Ponpes Abdullah Ibnu Abbas,"Jalan Hj. Ratnamah No.3, Cijaura",-6.9565378,107.6504979,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijaura
Tk Islam Al-Muhajir,"Blok E No.2, Cijaura",-6.961071,107.6516093,OPERATIONAL,Unknown,Unknown,"primary_school, school, point_of_interest, establishment",,Cijaura
Pos PAUD Pandanwangi,"2MQ2+GH3, Cijaura",-6.9612269,107.6514154,OPERATIONAL,4.2,5,"school, point_of_interest, establishment",,Cijaura
TK Rumahku Surgaku,"Jalan Cijawura Hilir Jalan Ciwastra No.51, Cijaura",-6.9576559,107.6540891,OPERATIONAL,4,3,"school, point_of_interest, establishment",,Cijaura
TK Permata Ibunda,"Jalan Batu Permata I No.5, Cijaura",-6.956110899999999,107.6485883,OPERATIONAL,4.7,11,"school, point_of_interest, establishment",,Cijaura
TK PicuPacu Kreativitas! Indonesia (Margawangi),"Jalan Margawangi Raya No.8, Cijaura",-6.962084399999999,107.6524478,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cijaura
TK Bany Rahmah,"Jalan Cijawura Hilir No.7, Cijaura",-6.959337199999999,107.6549055,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijaura
Grow 'n Blossom,"Jalan Bunga Bakung V No.6, Cijaura",-6.957171,107.6470201,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cijaura
RA Anak Shaleh,"Jalan Margacinta No.2, Cijaura",-6.9557442,107.6542719,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Cijaura
Smk viijayakusuma,2MV3+PP2,-6.9557413,107.654271,OPERATIONAL,Unknown,Unknown,"secondary_school, school, point_of_interest, establishment",,Cijaura
Sd Cijaura,"2MV3+PP2, Cijaura",-6.9557413,107.654271,OPERATIONAL,Unknown,Unknown,"primary_school, school, point_of_interest, establishment",,Cijaura
PAUD JANNAH,"LINK, Jalan Margacinta",-6.955143399999999,107.6479082,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cijaura
Pondok Pesantren Al - Istiqomah Wanasari,"Jalan Raya Cijerah No.145 05, Cibuntu",-6.922469,107.568383,OPERATIONAL,4.3,21,"school, point_of_interest, establishment",,Cijerah
Rumah belajar Melong,"3HJ8+4JR, Jalan Melong Asih, no24B",-6.919637799999999,107.5665105,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijerah
PAUD SPS TUNAS CENDIKIA,"Gang Manunggal IIC RT.07/RW.09, Cijerah",-6.917697,107.5661104,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijerah
Melong,"Jalan Melong Cijerah V No.7, Cijerah",-6.9183826,107.5692244,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cijerah
"SDN Sayuran 2, 3","3HJ8+X6W, Cijerah",-6.917506200000001,107.5655885,OPERATIONAL,4.2,26,"primary_school, school, point_of_interest, establishment",,Cijerah
TK PERMATA KASIH,"Jalan Cijerah Indah I No.11, Cijerah",-6.920667000000001,107.5686803,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Cijerah
Jln.mekar Mulya.1 Mesjid Ghoniyyul Hikmah,"3HH8+W3H, Cijerah",-6.920199599999999,107.5652296,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijerah
TK Santa Regina,"Jalan Cijerah Indah I No.3, Cijerah",-6.920928,107.568521,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Cijerah
SAYURAN 199 Elementary School,"Kampung Sayuran, Gang Manunggal IIC RT.07/RW.07, Cijerah",-6.9168071,107.5652239,OPERATIONAL,4.6,28,"primary_school, school, point_of_interest, establishment",,Cijerah
SDM IKM Industri TPT,"3HH9+7CJ, Jalan Raya Cijerah, Cijerah",-6.9217942,107.5685098,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Cijerah
Sekolah Dasar Negeri Cijerah III,"Jalan Raya Cijerah No.116, Cijerah",-6.9213039,107.5694132,OPERATIONAL,3,2,"primary_school, school, point_of_interest, establishment",,Cijerah
